API,Provider,Service,Version,Description,LogoUrl
Security Center,azure.com,security-complianceResults,2017-08-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-compliances,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-deviceSecurityGroups,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-deviceSecurityGroups,2019-08-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-discoveredSecuritySolutions,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-externalSecuritySolutions,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-informationProtectionPolicies,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-iotSecuritySolutionAnalytics,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-iotSecuritySolutionAnalytics,2019-08-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-iotSecuritySolutions,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-iotSecuritySolutions,2019-08-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-jitNetworkAccessPolicies,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-locations,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-operations,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-pricings,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-pricings,2018-06-01,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-regulatoryCompliance,2019-01-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-securityContacts,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-serverVulnerabilityAssessments,2019-01-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-subAssessments,2019-01-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-tasks,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-topologies,2015-06-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Center,azure.com,security-workspaceSettings,2017-08-01-preview,API spec for Microsoft.Security (Azure Security Center) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Insights,azure.com,securityinsights-SecurityInsights,2019-01-01-preview,API spec for Microsoft.SecurityInsights (Azure Security Insights) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Security Insights,azure.com,securityinsights-SecurityInsights,2020-01-01,API spec for Microsoft.SecurityInsights (Azure Security Insights) resource provider,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
MicrosoftSerialConsoleClient,azure.com,serialconsole,2018-05-01,The Azure Serial Console allows you to access the serial console of a Virtual Machine or VM scale set instance,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServerManagement,azure.com,servermanagement,2015-07-01-preview,REST API for Azure Server Management Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServerManagement,azure.com,servermanagement,2016-07-01-preview,REST API for Azure Server Management Service.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Map,azure.com,service-map-arm-service-map,2015-11-01-preview,Service Map API Reference,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceBusManagementClient,azure.com,servicebus,2014-09-01,Azure Service Bus client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceBusManagementClient,azure.com,servicebus,2015-08-01,Azure Service Bus client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceBusManagementClient,azure.com,servicebus,2017-04-01,Azure Service Bus client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceBusManagementClient,azure.com,servicebus-servicebus-preview,2018-01-01-preview,Azure Service Bus client for managing Namespace,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricClient,azure.com,servicefabric,1.0.0,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric,2016-09-01,,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric,2017-07-01-preview,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,5.6,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,6.0.0.1,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,6.1.2,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,6.2.0.9,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,6.3.0.9,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,6.4.0.36,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,6.5.0.36,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Service Fabric Client APIs,azure.com,servicefabric,7.0.0.42,Service Fabric REST Client APIs allows management of Service Fabric clusters,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-application,2017-07-01-preview,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-application,2019-03-01,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-application,2019-03-01-preview,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-application,2019-06-01-preview,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-cluster,2018-02-01,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-cluster,2019-03-01,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-cluster,2019-03-01-preview,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
ServiceFabricManagementClient,azure.com,servicefabric-cluster,2019-06-01-preview,Azure Service Fabric Resource Provider API Client,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SeaBreezeManagementClient,azure.com,servicefabricmesh,2018-07-01-preview,APIs to deploy and manage resources to SeaBreeze.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SeaBreezeManagementClient,azure.com,servicefabricmesh,2018-09-01-preview,APIs to deploy and manage resources to SeaBreeze.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SignalRManagementClient,azure.com,signalr,2018-03-01-preview,REST API for Azure SignalR Service,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
SignalRManagementClient,azure.com,signalr,2018-10-01,REST API for Azure SignalR Service,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
Software Plan RP,azure.com,softwareplan,2019-06-01-preview,Azure software plans let users create and manage licenses for various software used in Azure.,https://api.apis.guru/v2/cache/logo/https_assets.onestore.ms_cdnfiles_onestorerolling-1606-01000_shell_v3_images_logo_microsoft.png
